Site #,T1: BKT,T2: BKT,T3: BKT,HUC8,temp,ph,do,t1_eff,t2_eff,t3_eff,effsec,BRTcpue(fish/min),t1_avwid,t2_avwid,t3_avwid,avwid,sdwid,t1_avdep,t2_avdep,t3_avdep,avdep,sdDep,t1_maxdep,t2_maxdep,t3_maxdep,maxdep,W/D ,pctclay,pctsilt,pctsand,pctfines,pctgrvl,pctcbbl,pctbldr,pctrock,subprop,t1_flow,t2_flow,t3_flow,mFlow,sdFlow,t1_maxflow,t2_maxflow,t3_maxflow,maxflow,pctRiffle,pctrun,t1_pctslow,t2_pctslow,t3_pctslow,pctslow,machabprop,AVembed,pctEmb1,t1_LWD,t2_LWD,t3_LWD,LWD,FWD,t1_under,t2_under,t3_under,under,t1_boulder,t2_boulder,t3_boulder,boulder,t1_depool,t2_depool,t3_depool,depool,bnkahz%,bnkamd%,bnkavr%,Avbnka,bnkbare%,AvChnlOpen%,chshdSD%,AvChnlShd%,extra1,extra2,extra3,extra4,extra5
56,0,0,0,1,18,8.33,12.17,531,357,664,1552,0.657216495,3.8125,2.6875,2.7375,3.079166667,0.933427143,0.31,0.168181818,0.266666667,0.250571429,0.178060513,0.74,0.26,0.72,0.74,12.28857849,0,0,0,0,3.333333333,96.66666667,0,100,96.66666667,0.115454545,0.29,0.240909091,0.197714286,0.203152879,0.45,0.94,0.57,0.94,33.33333333,0.458333333,50,0,12.5,20.83333333,45.83333333,1.5,50,0.125,0.25,0.375,0.25,0.583333333,0.25,1,0.5,0.583333333,0.25,0,0.25,0.166666667,1.5,0,0.75,0.75,29.16666667,45.83333333,25,31.875,0.833333333,53.75375375,15.9208359,46.24624625,0,0,0,0,0
57,0,0,0,1,20,8.62,9.92,234,234,234,702,0,1.5375,1.525,1.125,1.395833333,0.329002665,0.25375,0.26,0.33625,0.283333333,0.084424737,0.36,0.4,0.46,0.46,4.926470588,0,29.16666667,8.333333333,37.5,12.5,50,0,62.5,50,0.42125,0.43375,0.23375,0.362916667,0.158949792,0.67,0.72,0.44,0.72,16.66666667,0.75,0,0,25,8.333333333,75,1,33.33333333,0,0,0,0,0.083333333,1,2,1,1.333333333,0,0,0,0,0.25,0.25,0.5,0.333333333,16.66666667,83.33333333,0,25.41666667,0.333333333,74.32432432,12.95797403,25.67567568,0,0,0,0,0
65,0,0,0,1,13.9,8.73,12.13,692,484,418,1594,0.602258469,2,1.7,1.6875,1.795833333,0.388395995,0.168333333,0.203333333,0.211666667,0.194444444,0.071331998,0.3,0.3,0.32,0.32,9.235714286,0,2.777777778,0,2.777777778,2.777777778,94.44444444,0,97.22222222,94.44444444,0.374166667,0.34,0.291666667,0.335277778,0.222703982,0.75,0.8,0.88,0.88,37.5,0.583333333,12.5,0,0,4.166666667,58.33333333,1.6,33.33333333,0,0,0,0,0.043478261,0.25,0.25,0,0.181818182,0,0,0.333333333,0.090909091,1.25,1.25,0,0.909090909,0,83.33333333,16.66666667,41.45833333,1,100,0,0,0,0,0,0,0
73,0,0,0,1,14.9,8.61,12.52,717,717,717,2151,0.055788006,3.225,2.575,2.95,2.916666667,0.585822845,0.475555556,0.385,0.456,0.441481481,0.129606021,0.68,0.64,0.66,0.68,6.606543624,0,29.62962963,0,29.62962963,11.11111111,59.25925926,0,70.37037037,59.25925926,0.307777778,0.655,0.257,0.391851852,0.299294517,0.71,1.23,0.6,1.23,8.333333333,0.909090909,0,0,0,0,83.33333333,1.333333333,41.66666667,0,0.125,0,0.041666667,0.458333333,0.5,0.25,1,0.583333333,0.25,0.75,0,0.333333333,1,0.75,1.75,1.166666667,12.5,75,12.5,36.875,0.416666667,92.34234234,8.321203293,7.657657658,0,0,0,0,0
77,0,0,0,1,21.2,8.31,11.61,663,412,529,1604,0.149625935,2.5125,3.35,2.65,2.8375,0.938922833,0.313846154,0.390909091,0.215555556,0.312727273,0.131298151,0.4,0.62,0.38,0.62,9.073401163,3.225806452,3.225806452,0,6.451612903,0,87.09677419,6.451612903,93.5483871,87.09677419,0.379166667,0.282727273,0.461111111,0.361515152,0.278670069,0.86,1.12,0.94,1.12,45.83333333,0.347826087,12.5,37.5,0,16.66666667,45.83333333,0.916666667,25,0.125,0,0,0.041666667,0.208333333,0,0,0,0,0,0,0.75,0.25,0.75,1.75,0,0.833333333,8.333333333,62.5,29.16666667,48.75,0.5,94.06906907,7.938403742,5.930930931,0,0,0,0,0
80,0,0,0,1,18.3,9.03,11.55,570,720,392,1682,0,4.0375,3.2125,2.825,3.358333333,1.286355373,0.223636364,0.222727273,0.186666667,0.210294118,0.140442705,0.54,0.5,0.4,0.54,15.96969697,0,32.35294118,0,32.35294118,2.941176471,64.70588235,0,67.64705882,64.70588235,0.149,0.087,0.136363636,0.12,0.116280747,0.47,0.27,0.26,0.47,16.66666667,0.291666667,62.5,62.5,37.5,54.16666667,45.83333333,0.583333333,16.66666667,0.625,0.75,0.125,0.5,0.958333333,0.5,0.25,0.25,0.333333333,1.5,1,1,1.166666667,1.5,2,0.5,1.333333333,37.5,41.66666667,20.83333333,32.29166667,0.666666667,9.777424483,8.202049655,90.22257552,0,0,0,0,0
82,0,0,0,1,17.9,8.21,12.86,630,515,818,1963,1.711665818,3.6125,3.9625,3.925,3.833333333,1.051155334,0.446875,0.220714286,0.227857143,0.305227273,0.224431982,1.08,0.62,0.44,1.08,12.55894763,0,4.545454545,2.272727273,6.818181818,0,93.18181818,0,93.18181818,93.18181818,0.178,0.306153846,0.235384615,0.232272727,0.22567587,0.89,0.78,0.63,0.89,41.66666667,0.291666667,62.5,12.5,12.5,29.16666667,41.66666667,1,25,0.25,0,0,0.083333333,0.541666667,0.75,0.25,0,0.333333333,0,0.25,1,0.416666667,2,1,0.75,1.25,54.16666667,29.16666667,16.66666667,24.875,0.208333333,33.3863275,12.38983541,66.6136725,0,0,0,0,0
101,0,0,0,1,17.7,7.86,12.59,232,278,393,903,0,2,2.1625,2.125,2.095833333,0.573683117,0.124444444,0.221818182,0.206666667,0.186896552,0.110359913,0.24,0.38,0.42,0.42,11.21386839,6.896551724,3.448275862,10.34482759,20.68965517,13.79310345,65.51724138,0,79.31034483,65.51724138,0.2275,0.109090909,0.147777778,0.155862069,0.143639361,0.44,0.52,0.41,0.52,33.33333333,0.333333333,0,50,50,33.33333333,33.33333333,1.583333333,58.33333333,0,0,0,0,0.166666667,0,0,0.25,0.083333333,0,0,0.25,0.083333333,0,1,1.25,0.75,12.5,62.5,25,36.875,1.391304348,98.1981982,1.61432977,1.801801802,0,0,0,0,0
103,1,1,1,1,15.6,8.12,10.89,838,621,377,1836,0.163398693,2.475,2.625,2.725,2.608333333,0.82615751,0.14,0.21,0.123333333,0.157777778,0.115514034,0.28,0.52,0.26,0.52,16.53169014,0,5.555555556,8.333333333,13.88888889,5.555555556,80.55555556,0,86.11111111,80.55555556,0.2875,0.233333333,0.165833333,0.228888889,0.230896115,1.04,0.52,0.53,1.04,33.33333333,0.434782609,25,37.5,0,20.83333333,41.66666667,1,25,0.375,0.75,0,0.375,1,0.25,0.75,0,0.333333333,0.5,0.75,0.25,0.5,0.5,1.25,0.25,0.666666667,41.66666667,45.83333333,12.5,25.83333333,0.5,24.66216216,13.72718048,75.33783784,0,0,0,0,0
105,0,0,0,1,12.7,8.24,12.28,641,422,212,1275,0,2.6625,2.3625,2.6,2.541666667,0.678179575,0.118333333,0.14,0.1025,0.119714286,0.058535344,0.26,0.3,0.22,0.3,21.23110581,0,0,0,0,0,100,0,100,100,0.361666667,0.271818182,0.274166667,0.303428571,0.193800122,0.7,0.75,0.52,0.75,66.66666667,0.333333333,0,0,0,0,66.66666667,1.166666667,16.66666667,0.125,0,0,0.041666667,0.041666667,0,0.25,0,0.083333333,0,0,1,0.333333333,0,1,0,0.333333333,33.33333333,58.33333333,8.333333333,24.79166667,0,23.50176263,9.309988686,76.49823737,0,0,0,0,0
113,0,0,0,1,19.6,8.76,10.48,164,101,148,413,0,1.1875,1.3875,1.4125,1.329166667,0.215646987,0.135,0.115555556,0.23125,0.1588,0.132076998,0.18,0.18,0.77,0.77,8.37006717,0,24,0,24,20,56,0,76,56,0.34875,0.297777778,0.31,0.318,0.127606165,0.42,0.75,0.42,0.75,25,0.75,0,0,0,0,75,0.833333333,16.66666667,0.125,1.125,0.75,0.666666667,1.333333333,0,0,0,0,0,0,0,0,0,0,0.25,0.083333333,4.166666667,58.33333333,37.5,45.20833333,1.666666667,1.801801802,2.309401077,98.1981982,0,0,0,0,0
119,0,0,0,1,19,8.23,13.17,799,548,490,1837,0,2.6375,3.3625,2.8875,2.9625,1.388716173,0.424,0.324375,0.321875,0.355319149,0.115077499,0.56,0.5,0.54,0.56,8.33757485,0,65.95744681,25.53191489,91.4893617,2.127659574,6.382978723,0,8.510638298,65.95744681,0.168571429,0.217333333,0.174666667,0.187234043,0.110112633,0.39,0.4,0.43,0.43,8.333333333,0.708333333,0,37.5,25,20.83333333,70.83333333,0.333333333,8.333333333,0,0,0.25,0.083333333,0.083333333,1.75,1.75,1.5,1.666666667,0.25,0,0,0.083333333,0.75,1.75,1.5,1.333333333,0,100,0,35.20833333,0.833333333,99.6996997,0.464621368,0.3003003,0,0,0,0,0
120,0,0,0,1,14.2,7.92,11.5,1290,984,855,3129,0.843720038,5.4,4.1375,4,4.5125,1.348207344,0.263571429,0.249333333,0.191333333,0.234090909,0.134117584,0.58,0.44,0.54,0.58,19.27669903,2.272727273,18.18181818,29.54545455,50,2.272727273,47.72727273,0,50,47.72727273,0.117692308,0.235,0.240714286,0.202727273,0.191510078,0.28,0.69,0.66,0.69,25,0.5,25,25,25,25,50,1.25,41.66666667,1.25,0.75,0.25,0.75,1.25,0.5,1.25,0.25,0.666666667,0,0.25,0.25,0.166666667,1.75,1.25,1,1.333333333,25,75,0,30.83333333,1.208333333,36.56156156,15.73800879,63.43843844,0,0,0,0,0
129,0,0,0,1,16.9,7.59,10.25,436,407,348,1191,0,1.35,1.35,0.975,1.225,0.416246165,0.37,0.382222222,0.405,0.3856,0.114093529,0.6,0.52,0.52,0.6,3.17686722,0,4,4,8,4,88,0,92,88,0.33125,0.4025,0.40625,0.3816,0.213183802,0.86,0.96,0.72,0.96,8.333333333,0.833333333,12.5,12.5,0,8.333333333,83.33333333,0.75,16.66666667,0,0,0.125,0.041666667,0.208333333,1.75,1.75,1.75,1.75,0,0,0,0,1,0,0.25,0.416666667,0,37.5,62.5,55.625,0.041666667,84.00900901,11.54011449,15.99099099,0,0,0,0,0
150,0,0,0,1,17.1,7.47,10.4,290,218,160,668,0,1.725,2.325,1.4125,1.820833333,1.079041107,0.172222222,0.1125,0.1775,0.1548,0.088370432,0.44,0.18,0.28,0.44,11.76248923,0,12,8,20,16,64,0,80,64,0.185555556,0.20875,0.1575,0.184,0.135030861,0.34,0.45,0.44,0.45,41.66666667,0.416666667,0,25,25,16.66666667,41.66666667,1.583333333,58.33333333,0,0,0,0,0.041666667,0,0,0.25,0.083333333,1,1.5,0.75,1.083333333,0.25,0,1.25,0.5,58.33333333,33.33333333,8.333333333,21.66666667,0.583333333,62.93436293,16.96797242,37.06563707,0,0,0,0,0
161,0,0,0,1,16,8.22,11.12,837,1358,657,2852,0.168302945,2.65,3.9,3.2,3.25,1.161707888,0.2325,0.283076923,0.238333333,0.252162162,0.142558665,0.55,0.69,0.52,0.69,12.88853162,0,10.81081081,0,10.81081081,16.21621622,72.97297297,0,89.18918919,72.97297297,0.271818182,0.205,0.210909091,0.229459459,0.169786564,0.54,0.45,0.6,0.6,25,0.458333333,12.5,25,50,29.16666667,45.83333333,0.75,16.66666667,0,0,0,0,0.458333333,0.5,0.25,0.25,0.333333333,0.25,0.75,0,0.333333333,0,1.25,0.5,0.583333333,16.66666667,79.16666667,4.166666667,27.91666667,0.916666667,93.01801802,8.983715426,6.981981982,0,0,0,0,0
178,0,0,0,1,19.6,8.47,13.28,1893,1834,1528,5255,1.895337774,4.2375,4.65,5,4.629166667,1.5886771,0.311666667,0.313333333,0.286666667,0.303888889,0.140270713,0.5,0.74,0.52,0.74,15.23308958,0,2.777777778,22.22222222,25,8.333333333,66.66666667,0,75,66.66666667,0.213333333,0.255,0.266666667,0.245,0.167391756,0.48,0.53,0.56,0.56,20.83333333,0.5,25,37.5,25,29.16666667,50,1,41.66666667,0.125,0.75,0.5,0.458333333,0.958333333,1,0.666666667,0,0.545454545,0,0,0.25,0.083333333,2,1.75,0.5,1.416666667,29.16666667,54.16666667,16.66666667,31.875,0.5,55.2006552,12.67386657,44.7993448,0,0,0,0,0
193,0,0,0,1,16.7,8.31,12.28,1110,1140,1886,4136,2.712765957,7.416666667,7.2625,7.8,7.5,2.95763741,0.469285714,0.453333333,0.219375,0.375111111,0.282083339,1.1,0.86,0.6,1.1,19.99407583,2.222222222,6.666666667,8.888888889,17.77777778,0,82.22222222,0,82.22222222,82.22222222,0.236428571,0.233571429,0.400666667,0.315555556,0.265548793,0.54,0.81,1.16,1.16,41.66666667,0.291666667,50,25,12.5,29.16666667,41.66666667,0.5,16.66666667,0,0.25,0,0.083333333,0.333333333,0.5,0,0,0.166666667,0.25,0.25,0.25,0.25,1.75,1.5,0.75,1.333333333,45.83333333,16.66666667,33.33333333,33.04347826,0.791666667,59.53453453,16.18550694,40.46546547,0,0,0,0,0
201,0,0,0,1,16,8.6,12.35,1123,995,766,2884,2.101248266,3.25,3.0625,2.425,2.9125,1.256396676,0.342857143,0.31,0.335,0.329487179,0.235136564,0.6,0.52,1.4,1.4,8.839494163,0,31.57894737,2.631578947,34.21052632,5.263157895,60.52631579,0,65.78947368,60.52631579,0.143571429,0.238461538,0.298333333,0.222820513,0.25483688,1.03,0.97,0.72,1.03,20.83333333,0.416666667,62.5,25,25,37.5,41.66666667,0.916666667,33.33333333,0.125,0,0.25,0.125,0.333333333,0,0.75,1,0.583333333,0,1,0.25,0.416666667,2.5,0.5,0.75,1.25,0,70.83333333,29.16666667,44.58333333,0.625,89.26868045,9.586876428,10.73131955,0,0,0,0,0
202,0,0,0,1,15.3,8.05,11.21,638,368,370,1376,0,1.325,1.275,1.65,1.416666667,0.61337744,0.29375,0.3175,0.23,0.280416667,0.139890615,0.5,0.5,0.42,0.5,5.052005944,0,45.83333333,0,45.83333333,20.83333333,33.33333333,0,54.16666667,45.83333333,0.0425,0.0525,0.075,0.056666667,0.054904396,0.13,0.12,0.2,0.2,12.5,0.166666667,62.5,87.5,62.5,70.83333333,66.66666667,0.416666667,16.66666667,0,0,0,0,0.041666667,1.25,1.5,0.75,1.166666667,0,0,0,0,2.25,3.25,2.5,2.666666667,0,54.16666667,45.83333333,47.29166667,0.583333333,88.51351351,10.87219138,11.48648649,0,0,0,0,0
