"uid","HUC8","Site","OutletX","OutletY","HAiFLS_alt","HAiFLS_bmp","HAiFLS_ag","HAiFLS_dev","HAiFLS_for","HAiFLS_pas","Easting","Northing","YrSmpld","Order","SegLen","elev_m","Sinuosity","pctSlope","dgreSlope","CatArea_km2"
"YEL_42","YEL",42,-91.437992432,43.179909948,80.0296478,19.9625835,51.6090927,3.5036416,18.1296501,24.9169159,626919.635697,4781979.32635,2019,3,1287.1628595,305.134613037,1.48745304311,1.25655686193,0.0125649073413,8.86002082454
"YEL_44","YEL",44,-91.33470346,43.023507536,94.245079,5.7544026,74.5891647,9.5545874,4.1289063,10.101326,635662.140317,4764770.55505,2019,3,767.838352232,308.568267822,1.10107179585,22.0660834605,0.217180544285,12.9499138289
"YEL_49","YEL",49,-91.478808945,43.137335958,87.3495483,11.7374506,57.0665169,8.3418598,8.8935728,21.9411736,623397.990458,4777127.99205,2019,4,1531.32505524,282.240539551,2.19116679872,2.51502340812,0.0251449332978,6.49866735699
"YEL_5","YEL",5,-91.557159438,43.08965124,92.3815384,7.6184626,17.8876019,72.0936813,0,2.4002521,617438.878887,4771835.83171,2019,2,1026.36706927,351.673126221,1.26663624809,6.34250191993,0.0633401765777,1.44516003834
"YEL_50","YEL",50,-91.288848984,43.184383488,19.5451393,80.4548645,1.2287786,2.5879533,80.3038635,15.7284069,639037.412547,4782725.98362,2019,3,1134.95060279,229.182983398,1.1597889047,1.05496464848,0.0105492551365,5.70962927095
"YEL_53","YEL",53,-91.752002835,43.154288072,95.8564377,4.1435595,86.7958527,0.1356358,0.0009706,8.9249535,601421.587207,4778813.65329,2019,2,498.473799858,358.93157959,1.2462262546,13.6014780932,0.135185211129,1.51424420528
"YEL_54","YEL",54,-91.438121584,43.242175578,87.9351425,11.7426567,27.8593655,19.797514,8.2976236,40.2782669,626870.955254,4788967.08378,2019,4,1160.57762707,316.538848877,1.99491438631,0.32644919225,0.00326448032611,12.2652371574
"YEL_58","YEL",58,-91.416832403,43.2220608,75.0809097,24.3484344,24.9688797,12.4418526,21.3140755,37.6701775,628693.334437,4786635.8686,2019,4,305.413508706,302.121459961,1.13764951102,2.09347921023,0.0209317345737,11.9135198359
"YEL_72","YEL",72,-91.282064482,43.04332045,60.5271111,39.4728889,34.1672859,0.8639465,39.1107292,25.4958801,639947.077891,4767137.51616,2019,2,2348.57582145,256.013763428,1.17436259834,0.297905441059,0.00297904559783,1.60884169569
"YEL_81","YEL",81,-91.513026026,43.127393231,95.8915939,4.1084032,66.5311279,9.4177494,0.3145927,19.9427185,620882.613428,4775908.43394,2019,4,121.666509609,318.268341064,1.12833779232,52.4591323596,0.483126574216,13.2298939176
"YEL_85","YEL",85,-91.581679373,43.156425591,86.9431915,13.0503998,76.9622269,1.2531112,7.4326973,8.7278547,615298.334632,4779130.37148,2019,3,2507.55142565,316.749755859,1.24785792032,2.85845167164,0.0285767353034,9.10658526881
"YEL_89","YEL",89,-91.671301825,43.174819564,87.7385254,11.1651955,25.9095554,9.52946,4.64e-05,52.2995071,607997.127434,4781055.47558,2019,2,2210.31968584,346.234710693,1.15029365559,0.545027628319,0.0054502223164,2.03906312991
"YEL_9","YEL",9,-91.693824213,43.14310614,94.8461838,5.1498499,86.8638382,1.3526219,1.7673345,6.6297264,606170.822491,4777520.76621,2019,4,585.390322849,336.265991211,1.10361667614,5.17904477911,0.051744217185,0.729898588992
"YEL_97","YEL",97,-91.465771649,43.136950877,76.6585999,18.9268742,50.0255165,6.4086299,13.8561373,20.2244568,624780.047079,4777177.20315,2019,3,664.217830648,265.028991699,1.22690143763,1.3341522854,0.0133407313583,10.2905916049
"YEL_153","YEL",153,-91.703595929,43.14692818,94.9934464,5.002213,89.5698166,1.4553977,1.710794,3.9682288,605251.787746,4777870.06963,2019,4,1425.11765637,340.953033447,1.33896466365,4.11247483455,0.0411015878357,9.89795803195
"LMAQ_61","LMAQ",61,-91.110176365,42.778998426,51.0857277,48.7585182,18.4975433,2.8445423,44.912468,29.7436409,654697.074411,4738207.75789,2018,4,424.198806692,195.553909302,1.12242622144,24.1179006163,0.236659476102,17.7468156394
"LMAQ_24","LMAQ",24,-91.245072326,42.938389128,34.4766541,65.3808441,26.0424576,0.0629215,58.1847878,8.3712749,642820.292329,4755594.70491,2018,2,861.526146684,278.581817627,1.30164385779,0.342229285476,0.00342227949412,5.74362079296
"LMAQ_48","LMAQ",48,-91.185835777,42.927911371,8.995862,91.0041351,8.8205366,0.0321294,85.8652039,0.143196,647939.27675,4752925.81605,2018,2,479.554317111,252.270355225,1.19654596537,22.7902114465,0.224074993943,2.98336248416
"LMAQ_5","LMAQ",5,-91.206478074,42.883352985,50.6438332,49.3561668,43.5317421,4.8554339,47.939209,2.2566569,644627.945699,4749374.73555,2018,2,1404.12478626,292.484924316,1.20137943711,5.07977974828,0.0507541718526,4.95255340483
"LMAQ_10","LMAQ",10,-91.096843031,42.754091019,29.8060303,70.1467209,28.8709984,0.4645835,64.7364883,0.4704477,654977.25376,4735400.37016,2018,2,1826.13639466,209.607467651,1.15461168031,0.285059366905,0.00285058594789,3.2726335932
"LMAQ_2828","LMAQ",2828,-91.218718523,42.901127151,93.4284058,6.5403237,61.1167183,4.9226065,1.7467092,27.38908,645307.785537,4751402.73623,2018,2,929.102189818,286.88772583,1.34787524615,4.0303231977,0.0402814310287,5.43055890752
"LMAQ_17","LMAQ",17,-91.180138673,42.84770725,39.6410332,60.3040924,24.2044353,8.1621723,59.9917831,7.2744265,648059.491636,4745626.69088,2018,3,1236.22140218,230.839279175,1.20463109516,8.08968869462,0.0807211053169,7.56569143557
"LMAQ_15","LMAQ",15,-91.224168428,42.969318538,36.0624123,63.9375877,9.3395329,8.0446262,61.2558517,18.6782532,644815.347933,4758931.02726,2019,3,216.673658057,212.829925537,1.00953913192,2.3967977168,0.0239633891698,8.22950388179
"LMAQ_20","LMAQ",20,-91.186057663,42.928414832,1.2252834,98.7747192,0.4987997,0.1037932,98.6865692,0.6226905,648020.770536,4754463.9728,2019,2,1491.82327575,211.771575928,1.11447582415,4.13094327544,0.0412859590253,2.16667355653
"LMAQ_22","LMAQ",22,-91.115176364,42.786868796,43.6777534,56.1921501,3.9416044,1.1877441,53.7632866,38.5484047,653979.61311,4739563.10625,2019,2,2248.2515683,216.622543335,1.22990536955,0.238329461238,0.00238329009995,3.81555736677
"LMAQ_23","LMAQ",23,-91.2519433,42.964415631,29.4993629,70.4964447,12.8322458,0.0033238,70.4950867,16.6637936,642362.023139,4758386.95049,2019,2,1107.0679973,266.048187256,1.20310966464,7.36925993135,0.0735596339708,2.22384581152
"LMAQ_26","LMAQ",26,-91.194272008,42.952539169,23.9184952,76.0815048,5.6442242,0.1288488,74.9590683,18.145422,647303.526064,4757129.48995,2019,3,3143.25710038,196.931015015,1.32490557362,1.06301684915,0.0106297681139,7.65496742242
"LMAQ_8","LMAQ",8,-91.184966343,42.928855102,6.6524205,93.0334854,4.0455251,0.1006829,90.1195068,2.5062127,648199.590818,4754809.40032,2019,3,1507.84633859,202.505966187,1.22279269309,1.80576675617,0.0180557052014,1.66275196624
"LMAQ_9","LMAQ",9,-91.152929029,42.872778237,1.3182127,98.6817856,0.0982303,0,98.6817856,1.2199825,650847.915063,4748613.10166,2019,2,833.129081359,280.849700928,1.08511854408,4.40993606102,0.0440708064578,1.90963010288
