"p","Psi","model","npar","AICc","DeltaAICc","weight","Neg2LnL"
"~effort","~pctShade + HAiFLS_for","p(~effort)Psi(~pctShade + HAiFLS_for)",5,173.961985454545,17.3078940804997,1.79372166341092e-05,163.50744
"~effort","~pctrock + pctShade + BrBnk","p(~effort)Psi(~pctrock + pctShade + BrBnk)",6,174.134541374046,17.48045,1.64545121797999e-05,161.49332
"~effort","~BRT_100m + pctShade","p(~effort)Psi(~BRT_100m + pctShade)",5,174.335535454545,17.6814440804997,1.48812598921721e-05,163.88099
"~effort","~pctpool + pctrock + BRT_100m + pctShade + HAiFLS_for","p(~effort)Psi(~pctpool + pctrock + BRT_100m + pctShade + HAiFLS_for)",8,174.661589069767,18.0074976957216,1.26426483531551e-05,157.54531
"~effort","~pctpool + pctrock + HAiFLS_for","p(~effort)Psi(~pctpool + pctrock + HAiFLS_for)",6,174.882381374046,18.22829,1.13212301372951e-05,162.24116
"~effort","~pctrock + pctShade + HAiFLS_for","p(~effort)Psi(~pctrock + pctShade + HAiFLS_for)",6,175.173951374046,18.51986,9.78543187437322e-06,162.53273
"~effort","~pctpool + pctShade + HAiFLS_for","p(~effort)Psi(~pctpool + pctShade + HAiFLS_for)",6,175.243721374046,18.58963,9.44995270038931e-06,162.6025
"~effort","~pctpool + BRT_100m + pctShade","p(~effort)Psi(~pctpool + BRT_100m + pctShade)",6,175.354941374046,18.70085,8.93878555719224e-06,162.71372
"~effort","~1","p(~effort)Psi(~1)",3,175.476744477612,18.8226531035661,8.41064515984304e-06,169.29764
"~effort","~pctpool + pctrock + pctShade + HAiFLS_for","p(~effort)Psi(~pctpool + pctrock + pctShade + HAiFLS_for)",7,176.159568461538,19.5054770874927,5.9780007689815e-06,161.29803
"~effort","~pctpool","p(~effort)Psi(~pctpool)",4,176.172111879699,19.5180205056535,5.94062581221379e-06,167.87136
"~effort","~pctrock + BRT_100m + pctShade","p(~effort)Psi(~pctrock + BRT_100m + pctShade)",6,176.490821374046,19.83673,5.06553488485961e-06,163.8496
"~effort","~pctrock","p(~effort)Psi(~pctrock)",4,176.704611879699,20.0505205056535,4.55198992458049e-06,168.40386
"~effort","~pctShade","p(~effort)Psi(~pctShade)",4,177.434141879699,20.7800505056534,3.16071884213349e-06,169.13339
"~effort","~pctpool + pctShade","p(~effort)Psi(~pctpool + pctShade)",5,178.262335454545,21.6082440804997,2.08903595914189e-06,167.80779
"~effort","~pctrock + pctShade","p(~effort)Psi(~pctrock + pctShade)",5,178.834265454545,22.1801740804997,1.56946954994502e-06,168.37972
"~effort","~pctpool + pctrock + pctShade","p(~effort)Psi(~pctpool + pctrock + pctShade)",6,179.226311374046,22.57222,1.29009355144398e-06,166.58509
