"OBJECTID","POINT_X","POINT_Y","No_cells","Area_km2","HAiFLS_for"
3644,618721.153241,4783831.08253,17350,1.38169,0
3645,618882.245151,4783678.16654,35748,2.84684,0.9959818
3646,615564.425144,4783476.92168,135118,10.7603,7.2589512
3647,615598.447362,4783411.19134,17772,1.4153,0.1404324
3648,610448.322329,4783194.55957,11111,0.884839,0
3649,616117.680773,4783338.92854,121206,9.65239,12.0307493
3650,616069.480588,4783205.9454,155800,12.4073,6.4757895
3651,618796.0989,4783303.4637,73211,5.83025,0.0990542
3652,619007.383226,4783204.58044,56031,4.4621,0.6393795
3653,615203.654223,4783243.79252,11367,0.905226,0.2174309
3654,616266.968487,4783105.66179,278510,22.1795,0
3655,616466.597576,4782982.20273,288542,22.9784,8.5631447
3656,616642.841118,4782952.50561,294144,23.4245,8.4190683
3657,620375.207696,4783003.33768,9678,0.77072,0.2835335
3658,612658.293623,4782793.86251,17352,1.38185,0.5275843
3659,616245.765239,4782994.86051,8843,0.704224,0.1521019
3660,610636.750137,4782626.91161,19014,1.5142,0.2115519
3661,610796.778483,4782349.20684,26735,2.12908,0.1517124
3662,610850.924118,4782300.95594,30783,2.45144,0.1138762
3663,619578.513842,4782407.06585,142409,11.3409,1.0712539
3664,620818.938148,4782161.47252,34076,2.71369,1.1207937
3665,617054.31681,4782165.01595,308312,24.5528,9.996213
3666,620668.701825,4782161.20247,160012,12.7428,100
3667,621496.966778,4781969.05481,21241,1.69155,4.5603848
3668,611744.795247,4781986.20752,43929,3.49834,0
3669,611821.984392,4782068.6702,14615,1.16388,0.4425251
3670,614084.539807,4781914.16066,41360,3.29376,0.5242065
3671,613774.682906,4781947.02849,33557,2.67235,0.6412217
3672,617017.349986,4781860.26978,313739,24.985,9.8872013
3673,614568.711369,4781947.02849,48424,3.85631,0.5387552
3674,616951.691073,4781845.99921,84070,6.69502,3.9247949
3675,621336.903503,4782044.81333,197376,15.7183,2.0795779
3676,612062.123106,4781791.30514,60840,4.84507,4.8371019
3677,614986.629059,4781653.5994,56160,4.47237,1.158731
3678,617398.782157,4781629.79632,399762,31.8356,9.0265551
3679,621214.334449,4781573.59602,221912,17.6722,2.6703749
3680,618603.648315,4781547.03271,10679,0.850436,0.0063306
3681,616461.843118,4781636.69489,74274,5.9149,0
3682,617682.5623,4781359.0461,405912,32.3253,9.2750149
3683,617961.443648,4781300.35149,421783,33.5892,11.5296535
3684,617990.056816,4781396.7855,11393,0.907296,0.9414977
3685,617685.349247,4781331.27829,13631,1.08552,74.074295
3686,622572.586125,4781195.09992,17884,1.42422,3.7556374
3687,622500.579941,4781176.61252,236118,18.8036,5.751503
3688,612913.53377,4780897.89677,81028,6.45277,5.7551951
3689,613247.283442,4780661.9846,86384,6.8793,6.1973295
3690,613323.268158,4780605.18691,92062,7.33147,5.8194127
3691,618503.001913,4780671.38869,438923,34.9542,12.0843124
3692,618613.663755,4780504.68448,446608,35.5662,12.1300497
3693,618730.359392,4780528.12586,18513,1.47431,17.1268673
3694,619211.280079,4780482.42736,13045,1.03886,16.2995281
3695,613858.34675,4780429.9208,103514,8.24347,7.9806008
3696,613923.766601,4780422.66894,10649,0.848047,0
3697,619170.800689,4780421.03887,472112,37.5972,12.5892916
3698,619697.389587,4779965.91916,487158,38.7954,12.6471243
3699,623532.055469,4779855.33995,267831,21.3291,7.1388707
3700,615419.504905,4779662.97016,14060,1.11969,0
3701,616107.048222,4779617.91762,187795,14.9553,7.3059716
3702,624113.248119,4779550.65016,10459,0.832916,41.9442177
3703,615419.969045,4779558.64143,169601,13.5064,7.874404
3704,615264.948976,4779109.22324,133403,10.6237,7.4300079
3705,617775.882835,4779300.79662,28623,2.27943,18.5022335
3706,616374.046419,4779124.33524,201340,16.034,8.5710983
3707,622844.667052,4779034.42596,14993,1.19399,30.8921528
3708,621151.90917,4778922.65547,38991,3.1051,0
3709,620639.169564,4778830.66804,21199,1.68821,15.92941
3710,621604.242745,4778881.31991,20717,1.64982,1.8703315
3711,614426.786202,4778761.19052,14353,1.14302,0.662419
3712,619955.470806,4778775.70496,13356,1.06362,22.4492702
3713,620697.73015,4778809.53692,13275,1.05717,35.3530617
3714,617909.790753,4778886.27288,221467,17.6368,11.5378408
3715,619181.411298,4779549.06154,9034,0.719434,12.0765905
3716,622541.253912,4778939.6891,27019,2.15169,24.911665
3717,615555.942614,4779018.33384,34066,2.71289,10.0493364
3718,618452.811925,4778966.44059,15564,1.23946,45.3642235
3719,622941.463138,4778875.24129,11432,0.910402,40.402916
3720,622278.890785,4778481.87195,20352,1.62076,18.7299461
3721,614821.535627,4778395.84102,21455,1.7086,15.1592369
3722,622190.562088,4778377.46214,16341,1.30134,6.8536773
3723,616589.002024,4777132.97074,145401,11.5792,13.326354
3724,616856.726081,4777199.49866,51045,4.06503,15.4221506
3725,617274.594875,4776463.62873,24603,1.95929,3.1228232
3726,617756.195597,4776357.40084,16029,1.27649,0.0907015
3727,616615.773772,4776459.56315,131627,10.4823,11.8697701
3728,617232.789541,4776407.21403,19936,1.58763,14.1179237
3729,616696.555754,4776440.62234,10869,0.865567,30.1412868
3730,616240.998141,4776039.19433,121677,9.6899,8.3292122
3731,615919.238588,4775539.65689,111775,8.90135,5.2486877
3732,615530.540535,4775186.25564,16786,1.33677,0.7483737
3733,615579.970532,4775112.25243,89254,7.10786,3.5409954
3734,615638.230151,4774550.94035,81523,6.49219,3.0399656
3735,615083.937611,4775012.04186,11619,0.925294,0.6774142
3736,615732.898013,4774340.30069,76631,6.10261,2.4485855
3737,615754.079959,4774012.00131,71626,5.70403,0
3738,615558.332636,4773750.45465,33635,2.67857,5.3559098
3739,615636.721991,4773703.4452,36719,2.92416,0.1832379
3740,615053.487323,4773375.08127,25646,2.04235,0.7758822
3741,615828.05878,4773206.89925,30190,2.40422,0.2117964
3742,614844.111253,4773018.38544,17313,1.37874,0.0016338
3743,615762.529881,4772908.53389,21474,1.71011,0.1561365
3744,615713.385943,4772459.29743,10979,0.874327,0
3745,630679.865189,4775678.86943,750464,59.7642,25.8245869
3746,630324.72529,4775459.10494,734327,58.4791,24.6047783
3747,629995.863386,4775356.86353,696493,55.4661,22.1583881
3748,629578.355378,4775203.70794,593369,47.2537,18.638752
3749,629679.406507,4775162.84073,100035,7.96642,41.4961433
3750,630373.200567,4775352.58687,15472,1.23213,80.8243179
3751,630037.343246,4775276.15441,34546,2.75111,0
3752,628673.172207,4774812.22951,16752,1.33407,0
3753,629777.675788,4774653.13058,26235,2.08926,71.6491852
3754,628262.071905,4774396.80774,8906,0.709241,50.8855209
3755,628649.129602,4774714.62925,567454,45.1899,18.550663
3756,628841.538519,4774554.06648,93419,7.43954,41.9556732
3757,629674.553759,4774173.94849,9256,0.737113,98.6845932
3758,629834.889926,4774109.03361,13146,1.0469,54.8817749
3759,626307.1601,4773799.48873,24641,1.96232,2.9093773
3760,626059.956087,4773933.35203,17395,1.38527,4.1386294
3761,627683.844298,4773792.98422,558751,44.4968,17.9247398
3762,626269.962341,4773699.84181,9361,0.745475,0
3763,628814.766771,4773338.32471,42370,3.37419,49.211525
3764,627293.570685,4772889.25388,44021,3.50567,18.6799736
3765,627557.617759,4773411.21131,552845,44.0265,17.1017303
3766,628667.543812,4772847.58006,38983,3.10446,45.0900345
3767,628981.214637,4773258.24096,38912,3.09881,0
3768,627314.303861,4772797.87011,56754,4.51968,100
3769,627383.703033,4772636.54087,101149,8.05513,23.2733307
3770,627392.294581,4772626.89075,443073,35.2847,15.234767
3771,624811.387641,4772489.59132,11751,0.935806,0
3772,624754.569402,4772416.28633,9381,0.747068,6.4577951
3773,626723.068077,4772602.28762,51124,4.07133,20.2516613
3774,625188.824299,4772130.72103,25264,2.01193,3.1713727
3775,622636.676766,4772139.64494,10159,0.809025,2.0367217
3776,625436.665599,4772107.19339,30795,2.4524,2.8747802
3777,625679.314302,4772246.73193,35118,2.79667,7.0328236
3778,627296.760065,4772549.76867,435350,34.6697,14.6133251
3779,619929.6429,4772016.53095,12343,0.982951,0.4772039
3780,620121.11768,4771940.17311,21480,1.71059,6.3795357
3781,622915.926393,4771872.05945,15223,1.2123,2.533047
3782,627110.969777,4772086.10145,421942,33.6019,13.5597239
3783,628846.692894,4772176.72544,31125,2.47868,100
3784,629774.881453,4771772.17694,21248,1.69211,10.4079676
3785,627372.155737,4771758.04748,417105,33.2167,13.5911551
3786,620281.41141,4771538.84946,30555,2.43329,4.4687943
3787,628828.172426,4771624.27891,21237,1.69124,4.5526495
3788,629946.622394,4771577.43824,10256,0.81675,1.0537099
3789,621389.590659,4771148.13407,16127,1.28429,3.3277612
3790,627282.553953,4771222.43075,46636,3.71392,100
3791,621084.922784,4770929.45806,40832,3.25171,3.3345351
3792,621393.127147,4771055.45197,81384,6.48112,1.6735504
3793,627244.157577,4771161.51438,366039,29.15,10.6269112
3794,629928.192723,4771491.91344,9439,0.751687,8.4238901
3795,623604.24275,4770838.77296,168967,13.4559,1.9812938
3796,623934.98039,4770746.86437,204759,16.3062,1.9686056
3797,623981.367193,4770794.20106,9724,0.774383,22.6863728
3798,626983.520928,4770847.21528,359470,28.6269,10.0718546
3799,627594.174712,4771017.21,41934,3.33947,28.1254883
3800,621937.287262,4770693.97057,103459,8.23909,1.8480853
3801,628033.596203,4770673.05892,34322,2.73328,100
3802,626752.808441,4770664.55502,337766,26.8984,100
3803,623326.558509,4770692.35586,162648,12.9527,2.0040069
3804,621149.203262,4770872.52911,35044,2.79077,0
3805,628976.962695,4771277.15598,14714,1.17177,0
3806,626850.477358,4770518.87964,19740,1.57202,33.4788933
3807,622485.611654,4770524.41617,113815,9.0638,0
3808,622610.53566,4770465.62659,118480,9.43531,1.6175638
3809,623165.952902,4770497.59466,157396,12.5344,2.0689013
3810,624148.346887,4770429.17692,216292,17.2247,2.8990519
3811,625341.717296,4770469.22647,274791,21.8833,2.9585807
3812,624482.610793,4770278.6033,225468,17.9554,2.7801831
3813,624977.932991,4770356.42409,268532,21.3849,2.9194
3814,626508.192966,4770479.79659,331893,26.4307,7.9296441
3815,620782.035529,4770384.96169,27503,2.19024,0
3816,625429.606878,4770186.3271,285036,22.6992,100
3817,620287.389733,4770158.19366,12737,1.01433,0
3818,622596.956686,4770430.57165,35153,2.79945,3.8006918
3819,620649.616867,4770167.45953,19331,1.53945,0
3820,624506.22846,4770254.86609,38935,3.10064,0
3821,625844.995565,4770180.16901,291159,23.1868,100
3822,628333.848391,4770460.58645,28789,2.29265,7.4052753
3823,624428.014162,4770101.10438,33902,2.69983,0
3824,625883.221024,4770189.65118,32549,2.59208,26.534914
3825,624388.504498,4769856.32696,30656,2.44133,0
3826,622398.471258,4770103.18432,28812,2.29448,4.5997343
3827,624379.580582,4769739.97493,22537,1.79476,0
3828,628604.62988,4769846.19856,16047,1.27792,0
3829,622264.61252,4769646.67393,16690,1.32913,0.1664351
3830,623945.429327,4769485.37307,14000,1.11491,0
3831,625963.830907,4769663.00303,22785,1.81451,9.0375881
3832,625905.570196,4783756.61357,35237,2.80614,13.5627508
3833,626308.031049,4783629.2254,45658,3.63603,10.4855785
3834,626428.336808,4783699.83192,23168,1.84501,0
3835,630712.331823,4783456.04503,10285,0.819059,0
3836,627820.849843,4783187.45279,17934,1.4282,2.6022153
3837,627931.2991,4783344.93249,27435,2.18482,1.0638571
3838,630959.487977,4783157.69965,15854,1.26255,0
3839,625303.295501,4782969.44423,12534,0.998161,25.2437458
3840,630867.609338,4782873.39934,21936,1.7469,0
3841,631800.646119,4782844.71152,9774,0.778365,0
3842,627088.122097,4782748.14951,17125,1.36377,15.3537512
3843,630911.887001,4782568.5326,28108,2.23842,0.809696
3844,630928.842442,4782527.97541,31942,2.54374,0
3845,628001.027621,4782557.18038,52073,4.1469,3.3847451
3846,625496.185896,4782464.61289,23458,1.86811,24.229496
3847,628022.679279,4782464.61561,31052,2.47287,1.2509711
3848,632821.637977,4782286.17027,11884,0.946398,0
3849,626816.817873,4782408.19774,79460,6.3279,12.4252014
3850,626878.277027,4782252.96162,21546,1.71584,13.2927608
3851,628288.533687,4782296.09781,10559,0.840879,0
3852,626871.601728,4782059.55625,103285,8.22523,12.5073671
3853,625570.66421,4782002.93253,29672,2.36297,21.6311436
3854,632647.085112,4781804.24583,18957,1.50966,7.1651192
3855,631142.067553,4781786.398,42217,3.362,13.8538218
3856,627696.047044,4781787.85177,91072,7.25264,6.2039127
3857,631703.95201,4781837.23819,20870,1.66201,6.5281854
3858,627380.454028,4781507.86157,111258,8.86017,18.1296959
3859,627522.386061,4781449.66984,97868,7.79384,6.1216211
3860,631388.391576,4781461.33573,47610,3.79148,23.286602
3861,631457.407835,4781450.65116,25428,2.02499,21.100668
3862,625722.280763,4781447.43657,38105,3.03454,20.4879646
3863,629780.278032,4781392.29954,13810,1.09978,2.0880883
3864,625824.504457,4781225.6923,44931,3.57814,19.2392979
3865,631378.600629,4781111.9184,76352,6.08039,25.849514
3866,633141.498539,4781145.24349,16662,1.3269,28.4642086
3867,627512.571023,4781044.55303,211989,16.882,12.3487492
3868,631376.497966,4780951.16086,80744,6.43015,100
3869,627394.363178,4780627.78991,217914,17.3539,14.2507744
3870,632592.36851,4780698.79802,34600,2.75542,22.6589336
3871,632734.706093,4780621.64372,23336,1.85839,43.4875336
3872,629912.408424,4780554.84088,25599,2.03861,3.1967254
3873,625717.42881,4780249.26701,58208,4.63547,28.4396305
3874,626780.495708,4780179.32963,13523,1.07692,0
3875,626887.673342,4780191.67677,227055,18.0818,15.9298286
3876,632636.979004,4780114.84949,62757,4.99773,32.213398
3877,628485.830322,4780085.7258,17050,1.3578,36.6255989
3878,631456.24587,4779989.21084,98770,7.86568,37.5225868
3879,628216.864408,4779889.45134,21048,1.67618,35.1685829
3880,629975.710317,4779867.2554,34917,2.78066,17.6636505
3881,624955.786959,4779811.67471,9849,0.784338,65.0784225
3882,632809.173776,4779583.94443,73410,5.8461,31.6489639
3883,627175.397294,4779579.55974,245866,19.5799,3.5409954
3884,631738.477169,4779548.71779,103928,8.27644,37.6587296
3885,630055.191078,4779435.08876,42679,3.3988,25.5139561
3886,628047.310006,4779402.23374,28011,2.23069,39.3299217
3887,628116.922344,4779397.46427,12158,0.968218,100
3888,632922.834393,4779248.66453,81961,6.52707,35.1777573
3889,632982.235484,4779173.86271,84924,6.76303,37.3417969
3890,630243.769174,4779129.06582,47167,3.7562,30.3797588
3891,631621.633953,4778920.82642,116997,9.31721,34.7166634
3892,633054.016039,4778863.1344,91109,7.25558,40.9840813
3893,627510.171919,4778886.87485,256283,20.4094,19.081749
3894,627591.597535,4778879.46692,44246,3.52359,43.6302147
3895,630251.517227,4778771.66908,55319,4.4054,35.8555908
3896,631595.869047,4778730.39098,120004,9.55667,36.1982803
3897,626625.94089,4778735.18099,16910,1.34665,17.9828548
3898,627628.306952,4778500.69222,302118,24.0596,0
3899,627726.063596,4778474.15003,10116,0.805601,0
3900,631524.754231,4778389.54404,128742,10.2525,38.6373482
3901,630202.157638,4778244.1595,9054,0.721027,31.5054531
3902,630261.593271,4778260.01276,62610,4.98603,34.7270966
3903,627240.056742,4778047.27725,460351,36.6606,12.5874557
3904,627352.508131,4778042.93375,313784,24.9886,23.4502831
3905,633475.438801,4778080.58497,103617,8.25167,43.8931122
3906,633447.171501,4777959.82287,107675,8.57484,0
3907,631233.84643,4777941.58717,138151,11.0018,39.7664375
3908,631251.888196,4777829.5337,140923,11.2226,40.9422035
3909,633401.944235,4777634.27699,115428,9.19226,48.0829544
3910,626763.818526,4778234.67948,454655,36.207,12.1578388
3911,627937.340731,4777462.89929,11590,0.922984,52.4922028
3912,625042.528511,4777498.9218,435239,34.6608,10.3266058
3913,623974.422209,4777444.52844,292270,23.2753,5.4875913
3914,624218.996305,4777342.14927,296427,23.6063,8.5896721
3915,624818.832723,4777382.93967,303776,24.1916,8.8946333
3916,626728.529226,4777139.72249,31496,2.50822,30.9930267
3917,631253.192849,4777074.70616,147256,11.7269,41.0123863
3918,624857.314633,4777342.69397,130086,10.3596,13.7728691
3919,631170.680562,4777085.77982,87868,6.99748,46.1534729
3920,633372.556013,4777045.73568,125023,9.95637,50.5805092
3921,622862.435236,4777273.92431,275658,21.9524,5.04669
3922,633401.65953,4776881.55344,128560,10.238,51.2126656
3923,624542.430762,4776990.91059,123592,9.84241,13.902113
3924,623519.396143,4777288.7444,287751,22.9154,6.1343226
3925,627712.896435,4776855.79452,57794,4.6025,25.712616
3926,621873.492752,4776860.97114,246214,19.6076,4.1930957
3927,631825.975236,4776592.67896,244496,19.4708,0
3928,621237.181352,4776731.65588,234445,18.6703,1.7452
3929,629171.723406,4776718.78673,14099,1.12279,12.6728859
3930,632020.041935,4776535.95674,247153,19.6823,41.591568
3931,629667.186376,4776415.6832,18419,1.46682,9.6989288
3932,625957.366717,4777187.78207,21926,1.74611,1.4153413
3933,626694.552285,4777040.98332,15519,1.23588,0
3934,620893.074821,4776524.42606,229212,18.2536,1.7836823
3935,628174.014997,4776458.79587,53170,4.23426,100
3936,624611.602395,4776751.30703,119936,9.55126,11.4973507
3937,634381.627498,4776648.71663,349237,27.8119,33.4965477
3938,622014.742875,4776725.23116,21055,1.67674,6.2538519
3939,620317.950335,4776215.1932,18271,1.45503,3.878361
3940,621115.145959,4776282.06049,224188,17.8535,0.6102502
3941,620883.711406,4776006.57533,24160,1.92401,2.9411674
3942,627948.494037,4776085.4185,45964,3.6604,34.4783096
3943,620918.107187,4775949.84333,198148,15.7798,0.3145897
3944,625443.367149,4776345.4358,9194,0.732176,0
3945,627779.344349,4775941.04697,40847,3.2529,30.1971474
3946,620889.185206,4775850.27754,192130,15.3005,0
3947,624725.295364,4775972.19643,109583,8.72678,10.8254519
3948,624369.097927,4775593.97975,101945,8.11852,11.416399
3949,624244.402257,4775414.72207,91820,7.3122,11.5524092
3950,627573.400964,4775748.18186,35010,2.78807,20.9796467
3951,627136.178195,4775395.98184,17913,1.42652,14.9626789
3952,634048.998601,4775753.51516,331707,26.4159,32.6968765
3953,620796.018604,4775685.0335,188690,15.0266,0.3304807
3954,633890.167908,4775714.17398,12282,0.978093,64.3755341
3955,623687.31289,4775218.39592,13282,1.05773,0.1518911
3956,620087.177047,4775286.74085,12775,1.01735,0
3957,623735.273856,4775216.61114,72381,5.76415,13.8183937
3958,620181.55989,4775191.62417,136028,10.8328,0.1286133
3959,620467.516813,4775258.24306,180632,14.3849,0.3227764
3960,624126.308139,4775379.0264,88692,7.0631,11.9764366
3961,623656.781209,4775200.54809,50612,4.03055,19.4705849
3962,620121.08445,4775198.75983,123137,9.80617,0.1422266
3963,627019.336964,4775387.95032,12909,1.02802,7.7932982
3964,634048.905668,4775245.69214,321618,25.6125,31.820694
3965,631207.204536,4775501.4763,40925,3.25911,48.2291374
3966,620234.398043,4775138.10644,43891,3.49532,0.9299899
3967,627101.719607,4775302.76328,12341,0.982791,9.8234358
3968,619835.298127,4774939.74525,118897,9.46851,0.14729
3969,619653.808902,4774695.78862,113187,9.01379,0
3970,633762.185732,4774741.85881,302264,24.0712,31.0941315
3971,633715.526547,4774745.42838,14851,1.18268,54.0091896
3972,619491.951858,4774641.91095,109484,8.7189,0
3973,618330.994515,4774424.16741,69674,5.54858,0
3974,617888.980653,4774474.79781,62485,4.97607,0
3975,619401.206518,4774581.21418,103814,8.26736,0.1688596
3976,631643.648103,4774588.93672,27151,2.1622,39.6249504
3977,618643.597573,4774330.73845,76282,6.07481,0
3978,623701.362976,4775109.70309,21417,1.70557,0.7244471
3979,619110.609786,4774350.20246,88380,7.03825,0
3980,623288.316904,4774920.39618,40980,3.26349,17.2512569
3981,633730.067138,4774600.86844,295015,23.4939,29.7544918
3982,631727.631582,4774322.66499,22536,1.79468,29.0665569
3983,633291.365803,4774559.45544,10376,0.826306,72.8190918
3984,620550.236502,4774576.85815,36711,2.92353,1.1156182
3985,622942.830126,4774237.6238,13514,1.0762,1.2883525
3986,623002.1131,4774224.02742,21975,1.75001,23.9523849
3987,620801.090317,4774035.44828,22436,1.78672,1.8144511
3988,619159.047023,4774289.83816,13896,1.10663,1.2720592
3989,617668.795845,4774300.39185,58532,4.66127,0
3990,623794.671417,4774205.13879,10619,0.845658,0
3991,633642.605259,4774134.04388,53000,4.22072,65.3490067
3992,633696.625007,4774128.88443,237085,18.8806,22.3301086
3993,631586.225907,4774063.33207,19542,1.55625,100
3994,620583.884142,4773719.17805,8879,0.707091,0
3995,622902.330759,4773723.29826,15548,1.23818,28.5915375
3996,633125.018138,4773129.30721,43186,3.43917,72.6208038
3997,633024.248959,4773029.43043,14167,1.12821,85.4082794
3998,620633.463652,4773640.29235,11678,0.929992,0
3999,633734.662702,4772961.42828,195852,15.5969,20.4660912
4000,617432.729997,4773398.47431,40843,3.25258,0
4001,633764.016127,4772949.84528,28303,2.25395,20.4136314
4002,633603.08738,4772876.50774,188027,14.9738,20.6902294
4003,633125.018138,4772988.12032,29003,2.30969,66.2742996
4004,617400.391074,4772838.45956,31806,2.53291,0
4005,617463.54578,4772560.80204,21582,1.71871,0
4006,634107.588178,4772745.3661,22933,1.8263,100
4007,632540.749144,4772086.10145,16060,1.27896,67.9483032
4008,633571.794568,4772196.63428,170554,13.5823,19.3970928
4009,633527.486744,4771901.37639,166612,13.2684,19.7806683
4010,617418.926201,4772323.63356,18155,1.4458,0
4011,633494.193302,4771804.29769,160834,12.8082,19.9042721
4012,634909.801313,4771954.09992,12032,0.958184,0.4057075
4013,633660.679017,4772056.92928,15599,1.24225,0
4014,633262.235778,4771362.11147,151253,12.0452,19.4077187
4015,633597.242795,4770671.10362,131973,10.5098,16.8985653
4016,633419.870576,4770854.60106,109160,8.6931,16.1381378
4017,633652.363014,4770637.92556,15653,1.24655,23.8506012
4018,633408.973824,4770720.96127,22391,1.78314,100
4019,632042.545042,4770524.23895,9166,0.729946,6.6025486
4020,632609.56854,4770357.14882,87606,6.97662,9.9763861
4021,632074.035722,4770432.95868,70429,5.6087,4.2965074
4022,631674.215782,4770103.28279,30722,2.44659,2.7100327
4023,631358.21204,4770140.68779,23374,1.86142,1.6374596
4024,632715.740039,4770293.44592,14625,1.16468,28.9975014
4025,633337.229216,4769949.95348,13837,1.10193,5.5466094
4026,630950.694501,4769926.51381,15949,1.27012,0
4027,631708.631796,4770028.4513,36710,2.92345,0.031868
4028,631523.816516,4769120.81426,15508,1.235,0
4029,636079.751032,4781217.43749,16053,1.2784,0
4030,634517.149014,4781061.13457,12269,0.977057,23.9134502
4031,636034.394044,4780908.76005,20015,1.59392,0
4032,635838.107735,4780984.89885,19768,1.57425,66.505661
4033,635883.304604,4780147.58332,33365,2.65706,42.9020233
4034,636006.414108,4780096.85923,44853,3.57193,99.8842087
4035,635962.663541,4779734.29696,80622,6.42044,53.2389107
4036,636069.910376,4779846.82572,15086,1.20139,97.9367752
4037,636060.986461,4779379.79294,97165,7.73786,60.3494186
4038,636211.755093,4779472.4418,17416,1.38695,98.9429855
4039,634577.660676,4779326.45335,9054,0.721027,9.8309269
4040,635884.401562,4779302.51637,13011,1.03615,65.8921585
4041,635773.955885,4779296.62547,20496,1.63223,58.3134651
4042,635960.349113,4779223.73305,33752,2.68788,60.8196526
4043,635977.780942,4779226.28193,115329,9.18437,66.2986221
4044,636020.267372,4778830.24155,150175,11.9594,64.6751709
4045,637628.720568,4778888.66434,15943,1.26964,96.3705444
4046,636065.926324,4778748.28255,153640,12.2353,63.2259712
4047,637466.708685,4778595.8926,15014,1.19566,89.9587402
4048,637518.679417,4778556.1205,21674,1.72604,92.8517761
4049,636166.440119,4778247.64712,160950,12.8175,63.6895905
4050,636136.276464,4778040.60646,167354,13.3274,64.950592
4051,639505.617988,4778142.90293,11758,0.936363,98.2198944
4052,637609.044003,4777799.51765,43904,3.49635,92.4863205
4053,637803.659205,4777881.43927,17176,1.36783,83.0892792
4054,641045.647479,4777611.42944,12097,0.96336,37.2371559
4055,636054.48974,4777727.58601,20885,1.6632,74.7507248
4056,636160.546974,4777558.50489,174308,13.8812,64.9894943
4057,639856.984657,4777660.00188,9600,0.764508,96.6686859
4058,639982.474371,4777598.18184,12490,0.994657,76.9211578
4059,636115.225413,4777418.46941,195451,15.565,65.9985199
4060,639543.226332,4777462.75787,18081,1.4399,98.6543579
4061,639583.144106,4777425.9488,23098,1.83944,86.0400314
4062,639261.80386,4777010.66881,46886,3.73383,0
4063,638069.50445,4777002.54218,67804,5.39966,90.7911682
4064,636013.288884,4776913.62986,212702,16.9388,64.6922455
4065,638322.853532,4776832.93349,77541,6.17508,86.8958359
4066,638224.405525,4776785.81628,73749,5.8731,91.490387
4067,637301.528657,4776803.68182,10219,0.813803,0
4068,640186.04937,4776689.70074,28066,2.23507,100
4069,642762.847282,4776616.10514,14026,1.11698,61.4127083
4070,636407.422053,4776354.97406,219723,17.4979,62.8087769
4071,642048.710493,4776182.01918,12915,1.0285,100
4072,640264.150837,4775995.41735,39423,3.1395,61.6317062
4073,642140.848895,4775907.33093,19765,1.57401,37.1736908
4074,644643.593743,4775582.07668,12045,0.959219,81.5575485
4075,638051.238874,4775526.3806,12127,0.965749,93.463501
4076,642962.556857,4775579.20133,23369,1.86102,69.5935593
4077,643051.706333,4775559.84115,14482,1.15329,92.9397507
4078,639386.982735,4775760.75983,168182,13.3934,55.2545319
4079,642543.526534,4775390.69812,26990,2.14938,53.2545662
4080,638105.650987,4775512.0693,146342,11.6541,51.1154633
4081,635352.858315,4775938.09431,68445,5.45071,100
4082,635119.449591,4775226.80987,59030,4.70093,69.5006332
4083,638104.010063,4775209.472,10529,0.83849,97.9935989
4084,638246.023183,4775270.78412,135284,10.7735,47.5260811
4085,640183.835594,4775429.31748,11919,0.949185,100
4086,644206.839423,4775121.91507,25319,2.01631,59.4922943
4087,647107.156149,4775111.30893,10790,0.859275,62.3885193
4088,643493.220203,4774809.28397,43548,3.468,69.128273
4089,635212.182635,4774926.82093,54884,4.37076,67.3260727
4090,638220.574102,4774678.222,127740,10.1727,45.6109276
4091,641248.704825,4774467.55601,75133,5.98331,78.4477463
4092,644376.255464,4774467.57326,18430,1.4677,98.7648087
4093,635239.9862,4774519.65313,44970,3.58124,62.7674332
4094,641533.274198,4774440.26609,10739,0.855214,100
4095,637949.410651,4774477.83945,15985,1.27299,89.2868042
4096,645068.329361,4774292.25803,11354,0.90419,99.4233704
4097,639350.941056,4775068.67173,11761,0.936602,9.8152905
4098,635354.221402,4774254.56761,40509,3.22599,59.0673141
4099,643898.067347,4774290.72193,32078,2.55457,99.0024414
4100,638036.695655,4774418.35542,110203,8.77616,38.6635361
4101,643766.966358,4774079.34738,28901,2.30157,99.1361237
4102,640866.912361,4774353.47776,22347,1.77963,90.9948654
4103,635501.941648,4774069.50595,32215,2.56548,2.7909245
4104,640748.773074,4774397.39566,49407,3.93459,76.1005249
4105,635440.238872,4773715.43001,11464,0.91295,0
4106,646680.44635,4773796.87403,27757,2.21046,82.2314987
4107,638120.089505,4773935.67355,101772,8.10474,38.8732262
4108,635450.920287,4773702.12599,18144,1.44492,39.2292786
4109,646059.701046,4773506.07037,12225,0.973553,99.3631668
4110,640074.768126,4773638.86281,20760,1.65325,87.4605408
4111,635534.400102,4773560.37754,12518,0.996887,100
4112,643016.058417,4773995.81944,15870,1.26383,99.0467148
4113,638022.128708,4773553.86214,40696,3.24088,57.3974113
4114,643110.880001,4773891.54266,8989,0.715851,99.0343399
4115,646309.350257,4773144.33906,17328,1.37994,90.9681168
4116,646379.710385,4773076.65611,24214,1.92831,0
4117,646689.370266,4773022.97594,37136,2.95737,82.9225235
4118,637930.931113,4773500.41668,56657,4.51195,27.6556377
4119,637969.529233,4773240.48165,34615,2.75661,51.9378853
4120,646698.294182,4772613.86222,11070,0.881574,68.0834045
4121,640717.080599,4773776.08853,14613,1.16372,86.7184906
