"p","Psi","model","npar","AICc","DeltaAICc","weight","Neg2LnL"
"~1","~MEANT + pctrun + pctBrBnk + HAiFLS_for","p(~1)Psi(~MEANT + pctrun + pctBrBnk + HAiFLS_for)",6,395.574601374046,33.7270423042784,5.12723809981056e-09,382.93338
"~1","~MEANT2 + pctrun + pctBrBnk + HAiFLS_for","p(~1)Psi(~MEANT2 + pctrun + pctBrBnk + HAiFLS_for)",6,395.607491374046,33.7599323042784,5.04361018446528e-09,382.96627
"~effort","~avdep + pctrun","p(~effort)Psi(~avdep + pctrun)",5,395.882585454545,34.035026384778,4.39547275475736e-09,385.42804
"~1","~MEANT + HAiFLS_for","p(~1)Psi(~MEANT + HAiFLS_for)",4,396.011141879699,34.1635828099318,4.12182851519655e-09,387.71039
"~1","~MEANT2 + HAiFLS_for","p(~1)Psi(~MEANT2 + HAiFLS_for)",4,396.066271879699,34.2187128099318,4.00976196526315e-09,387.76552
"~effort","~avdep + mFlow","p(~effort)Psi(~avdep + mFlow)",5,396.246695454545,34.399136384778,3.66387046170951e-09,385.79215
"~1","~MEANT + pctBrBnk + Area_km2","p(~1)Psi(~MEANT + pctBrBnk + Area_km2)",5,396.533945454545,34.686386384778,3.1736904540683e-09,386.0794
"~1","~MEANT2 + mFlow + pctBrBnk","p(~1)Psi(~MEANT2 + mFlow + pctBrBnk)",5,396.573995454545,34.726436384778,3.11076940235696e-09,386.11945
"~1","~MEANT + mFlow + pctBrBnk","p(~1)Psi(~MEANT + mFlow + pctBrBnk)",5,396.619365454545,34.771806384778,3.0409959954762e-09,386.16482
"~effort","~Area_km2","p(~effort)Psi(~Area_km2)",4,396.643811879699,34.7962528099318,3.0040515051366e-09,388.34306
"~1","~pctrun + pctBrBnk","p(~1)Psi(~pctrun + pctBrBnk)",4,396.669031879699,34.8214728099318,2.96640825515758e-09,388.36828
"~1","~MEANT2 + pctBrBnk + Area_km2","p(~1)Psi(~MEANT2 + pctBrBnk + Area_km2)",5,396.758605454545,34.911046384778,2.83648353151459e-09,386.30406
"~1","~MEANT + pctBrBnk + HAiFLS_for","p(~1)Psi(~MEANT + pctBrBnk + HAiFLS_for)",5,396.776005454545,34.928446384778,2.81191316088008e-09,386.32146
"~1","~MEANT2 + pctBrBnk + HAiFLS_for","p(~1)Psi(~MEANT2 + pctBrBnk + HAiFLS_for)",5,396.820915454545,34.973356384778,2.74947529553519e-09,386.36637
"~1","~MEANT + Area_km2","p(~1)Psi(~MEANT + Area_km2)",4,397.158721879699,35.3111628099318,2.32218111376886e-09,388.85797
"~1","~MEANT2 + Area_km2","p(~1)Psi(~MEANT2 + Area_km2)",4,397.351351879699,35.5037928099318,2.10895355564193e-09,389.0506
"~1","~mFlow","p(~1)Psi(~mFlow)",3,397.647344477612,35.7997854078445,1.81883389792447e-09,391.46824
"~1","~pctrun","p(~1)Psi(~pctrun)",3,397.791734477612,35.9441754078445,1.69215113472202e-09,391.61263
"~1","~MEANT + pctrun + pctBrBnk","p(~1)Psi(~MEANT + pctrun + pctBrBnk)",5,397.816305454545,35.968746384778,1.67148941103417e-09,387.36176
"~1","~MEANT2 + pctrun + pctBrBnk","p(~1)Psi(~MEANT2 + pctrun + pctBrBnk)",5,397.903195454545,36.055636384778,1.6004263969737e-09,387.44865
"~1","~pctBrBnk + Area_km2","p(~1)Psi(~pctBrBnk + Area_km2)",4,397.999441879699,36.1518828099318,1.52523253327752e-09,389.69869
"~1","~mFlow + pctBrBnk","p(~1)Psi(~mFlow + pctBrBnk)",4,398.084821879699,36.2372628099318,1.46149060799845e-09,389.78407
"~1","~MEANT + pctrun","p(~1)Psi(~MEANT + pctrun)",4,398.102411879699,36.2548528099318,1.44869315738245e-09,389.80166
"~1","~MEANT2 + pctrun","p(~1)Psi(~MEANT2 + pctrun)",4,398.182181879699,36.3346228099318,1.39204916263442e-09,389.88143
"~effort","~avdep + Area_km2","p(~effort)Psi(~avdep + Area_km2)",5,398.380445454545,36.532886384778,1.2606722265742e-09,387.9259
"~effort","~MEANT","p(~effort)Psi(~MEANT)",4,398.592621879699,36.7450628099318,1.13377965568916e-09,390.29187
"~effort","~MEANT2","p(~effort)Psi(~MEANT2)",4,398.716331879699,36.8687728099318,1.06577462189092e-09,390.41558
"~effort","~MEANT + pctBrBnk","p(~effort)Psi(~MEANT + pctBrBnk)",5,399.041055454545,37.193496384778,9.06050796122891e-10,388.58651
"~effort","~pctBrBnk","p(~effort)Psi(~pctBrBnk)",4,399.055021879699,37.2074628099318,8.99745691373946e-10,390.75427
"~effort","~MEANT2 + pctBrBnk","p(~effort)Psi(~MEANT2 + pctBrBnk)",5,399.172855454545,37.325296384778,8.48266937319171e-10,388.71831
"~1","~avdep + pctrun","p(~1)Psi(~avdep + pctrun)",4,399.256451879699,37.4088928099318,8.13541677971055e-10,390.9557
"~effort","~1","p(~effort)Psi(~1)",3,399.551534477612,37.7039754078445,7.01945565712257e-10,393.37243
"~1","~avdep + mFlow","p(~1)Psi(~avdep + mFlow)",4,399.768741879699,37.9211828099318,6.29705442369818e-10,391.46799
"~1","~Area_km2","p(~1)Psi(~Area_km2)",3,399.885154477612,38.0375954078445,5.94098932960032e-10,393.70605
"~effort","~MEANT + avdep","p(~effort)Psi(~MEANT + avdep)",5,400.581155454545,38.733596384778,4.19492384015105e-10,390.12661
"~effort","~MEANT2 + avdep","p(~effort)Psi(~MEANT2 + avdep)",5,400.684595454545,38.837036384778,3.98347751322882e-10,390.23005
"~effort","~avdep + pctBrBnk","p(~effort)Psi(~avdep + pctBrBnk)",5,401.144075454545,39.296516384778,3.1658297478154e-10,390.68953
"~effort","~pctpool","p(~effort)Psi(~pctpool)",4,401.532781879699,39.6852228099318,2.60663983476343e-10,393.23203
"~1","~avdep + Area_km2","p(~1)Psi(~avdep + Area_km2)",4,401.614231879699,39.7666728099318,2.50261696973338e-10,393.31348
"~effort","~avdep","p(~effort)Psi(~avdep)",4,401.640291879699,39.7927328099318,2.47021939916282e-10,393.33954
"~1","~MEANT","p(~1)Psi(~MEANT)",3,402.192304477612,40.3447454078445,1.87442261495862e-10,396.0132
"~1","~MEANT2","p(~1)Psi(~MEANT2)",3,402.337254477612,40.4896954078445,1.74337985288993e-10,396.15815
"~1","~MEANT + pctBrBnk","p(~1)Psi(~MEANT + pctBrBnk)",4,402.677001879699,40.8294428099318,1.47101401964973e-10,394.37625
"~1","~pctBrBnk","p(~1)Psi(~pctBrBnk)",3,402.754294477612,40.9067354078445,1.41524926318727e-10,396.57519
"~1","~MEANT2 + pctBrBnk","p(~1)Psi(~MEANT2 + pctBrBnk)",4,402.829271879699,40.9817128099318,1.36317559235997e-10,394.52852
"~1","~1","p(~1)Psi(~1)",2,403.186358888889,41.3387998191214,1.14027956827752e-10,399.09747
"~1","~MEANT + avdep","p(~1)Psi(~MEANT + avdep)",4,404.081251879699,42.2336928099318,7.28933313576698e-11,395.7805
"~1","~MEANT2 + avdep","p(~1)Psi(~MEANT2 + avdep)",4,404.206371879699,42.3588128099318,6.84728391757827e-11,395.90562
"~1","~avdep + pctBrBnk","p(~1)Psi(~avdep + pctBrBnk)",4,404.772341879699,42.9247828099318,5.15964131902818e-11,396.47159
"~1","~pctpool","p(~1)Psi(~pctpool)",3,405.137674477612,43.2901154078445,4.29821906640983e-11,398.95857
"~1","~avdep","p(~1)Psi(~avdep)",3,405.215844477612,43.3682854078445,4.13346387582409e-11,399.03674
